id,pid,accountno,balance
2375,96,55332,296
2376,23,40535,-388
2377,971,87263,-875
2378,331,18862,-724
2379,507,71763,101
2380,993,36828,457
2381,766,80938,194
2382,983,15899,467
2383,157,79986,-861
2384,316,84039,125
2385,635,28834,-90
2386,270,23984,25
2387,442,87245,-337
2388,8,10156,-490
2389,642,49334,688
2390,901,22171,-843
2391,811,63174,-58
2392,793,30524,989
2393,924,22478,-908
2394,727,49663,-772
2395,697,10347,-506
2396,333,43983,260
2397,157,64284,764
2398,939,52249,258
2399,887,13891,220
2400,785,26563,-594
2401,19,48740,799
2402,312,84234,571
2403,332,39023,-864
2404,234,19575,103
2405,228,51822,-515
2406,167,14707,-525
2407,965,22323,548
2408,29,63583,836
2409,406,38283,-701
2410,438,81463,927
2411,851,88254,-234
2412,940,82501,43
2413,745,84630,789
2414,579,53532,362
2415,971,50285,-328
2416,540,29011,433
2417,695,50292,-136
2418,697,43718,266
2419,227,51431,58
2420,511,72112,-934
2421,43,31076,879
2422,916,63809,134
2423,647,42633,-867
2424,804,29985,-897
2425,433,43242,215
2426,884,28491,-171
2427,147,41285,350
2428,971,74133,934
2429,915,59965,819
2430,10,51140,-181
2431,547,86256,-552
2432,855,53204,748
2433,407,29817,471
2434,261,62675,-264
2435,876,37596,-517
2436,82,61258,-765
2437,936,52352,-291
2438,189,12850,-506
2439,591,16836,198
2440,233,19519,-704
2441,690,17436,718
2442,936,42821,381
2443,258,85926,6
2444,925,47114,531
2445,40,39156,899
2446,746,51028,879
2447,883,75088,-249
2448,535,67664,-633
2449,518,66849,-184
2450,504,70928,256
2451,260,50229,-98
2452,191,27373,490
2453,906,89690,-901
2454,338,35873,148
2455,536,76026,591
2456,220,32334,-990
2457,482,85828,-174
2458,595,36177,712
2459,128,27961,486
2460,387,20094,-144
2461,768,39404,846
2462,29,15537,-312
2463,23,29193,-826
2464,812,57205,518
2465,442,15563,88
2466,296,19013,122
2467,293,13499,981
2468,975,59298,-393
2469,626,63158,-736
2470,998,72903,38
2471,70,15943,-903
2472,217,25129,-305
2473,587,35072,-522
2474,136,11416,-216
2475,746,88252,-129
2476,663,67659,-600
2477,872,81311,-826
2478,453,36231,-395
2479,879,89659,-71
2480,643,62940,-400
2481,39,62785,-792
2482,654,69294,237
2483,420,35381,-608
2484,556,22118,385
2485,371,66656,-23
2486,395,21591,-248
2487,195,14556,297
2488,195,33410,807
2489,370,44087,-192
2490,770,62357,-385
2491,696,45004,-557
2492,405,75679,135
2493,854,73230,-602
2494,628,70308,660
2495,958,64119,340
2496,940,78621,29
2497,92,38929,-761
2498,399,25296,476
2499,397,77310,-262
2500,614,18004,-1000
2501,72,84875,447
2502,298,49972,-785
2503,847,55721,411
2504,68,53625,-352
2505,664,18465,837
2506,926,64202,979
2507,358,16236,83
2508,366,17058,-89
2509,371,76343,270
2510,986,35891,468
2511,21,20804,15
2512,299,75609,-624
2513,713,48544,149
2514,731,12697,-229
2515,987,45525,-989
2516,541,84953,-801
2517,774,29454,340
2518,231,83535,757
2519,258,84576,597
2520,716,15124,-391
2521,926,67182,-21
2522,636,62607,472
2523,702,24806,704
2524,312,12886,-717
2525,215,57838,-479
2526,350,60473,110
2527,295,22667,-442
2528,789,24751,-881
2529,55,58352,5
2530,146,44080,-604
2531,70,88110,-390
2532,172,53952,940
2533,22,31574,-463
2534,448,62551,791
2535,400,89386,96
2536,19,70068,696
2537,568,83276,-266
2538,847,38037,-491
2539,253,85108,178
2540,979,50666,758
2541,215,87478,127
2542,957,41377,-144
2543,742,80434,84
2544,445,27242,416
2545,256,25248,-476
2546,600,83146,-315
2547,926,55608,-213
2548,491,87792,142
2549,356,56414,482
2550,836,50382,502
2551,240,53245,-773
2552,806,47077,-106
2553,749,56797,-584
2554,68,57913,-342
2555,627,28938,-237
2556,525,40355,-271
2557,943,42413,371
2558,948,60613,-98
2559,621,77534,-804
2560,220,77662,-645
2561,405,37125,376
2562,330,35001,69
2563,94,44126,124
2564,405,14544,-152
2565,598,23051,-420
2566,307,44762,438
2567,333,78637,-797
2568,220,74873,-371
2569,941,53411,-97
2570,775,11540,719
2571,304,80446,55
2572,72,65612,978
2573,261,88299,-11
2574,440,26669,-242
2575,135,43798,-237
2576,357,80969,-603
2577,876,30045,468
2578,300,48149,-673
2579,792,62317,-989
2580,519,88217,491
2581,835,66847,223
2582,642,78829,-634
2583,922,74579,-582
2584,461,22671,895
2585,23,87094,-374
2586,150,76165,-195
2587,639,86822,299
2588,533,67048,-664
2589,796,76257,-93
2590,35,10844,-815
2591,855,21035,366
2592,624,80921,108
2593,264,87771,983
2594,641,18792,-482
2595,368,63116,614
2596,63,43500,-145
2597,523,53926,950
2598,686,87381,953
2599,256,51556,-812
2600,858,69093,-314
2601,735,14598,-683
2602,66,44250,-166
2603,47,49442,-100
2604,656,76083,325
2605,234,57031,-742
2606,107,55473,100
2607,227,62965,33
2608,696,89560,-160
2609,438,12278,-94
2610,374,89013,882
2611,823,54376,-541
2612,726,56559,-516
2613,185,50363,-869
2614,830,32349,-464
2615,396,78290,154
2616,923,74583,112
2617,677,59045,242
2618,670,11280,521
2619,231,76962,859
2620,159,68247,116
2621,375,13834,-935
2622,109,58879,765
2623,734,11080,-921
2624,86,59745,-188
2625,783,59119,-285
2626,190,72679,374
2627,851,12036,-47
2628,832,18330,-474
2629,824,20832,62
2630,341,25520,-606
2631,541,17666,161
2632,263,28686,935
2633,745,31339,305
2634,502,34636,-462
2635,431,57585,-338
2636,184,28057,-99
2637,249,55175,-788
2638,837,41670,202
2639,898,18252,-790
2640,997,21356,-91
2641,144,31363,734
2642,786,46875,1000
2643,275,73317,808
2644,640,36690,-277
2645,645,82769,346
2646,555,27784,158
2647,854,22021,-118
2648,873,19165,-516
2649,589,24604,995
2650,671,26701,717
2651,5,80023,111
2652,519,74567,612
2653,680,64393,214
2654,362,65062,-992
2655,584,81814,-816
2656,193,61365,-331
2657,224,78215,-822
2658,374,20829,534
2659,866,23313,436
2660,486,26904,202
2661,627,61699,-892
2662,904,41053,-880
2663,687,77274,-317
2664,518,22421,52
2665,869,87131,-606
2666,737,29509,26
2667,440,60979,72
2668,94,75183,265
2669,895,80059,28
2670,190,65933,-639
2671,813,44226,587
2672,373,63365,-828
2673,817,69187,-631
2674,998,41071,-626
2675,322,78786,-327
2676,690,48612,426
2677,129,51068,-937
2678,873,46289,-51
2679,143,65931,221
2680,949,48782,925
2681,841,30820,849
2682,444,59386,518
2683,830,88591,487
2684,394,53566,227
2685,62,45395,526
2686,313,61135,492
2687,670,69736,-854
2688,92,53775,247
2689,540,45685,239
2690,11,81252,520
2691,597,87632,70
2692,997,11421,-495
2693,448,59161,553
2694,524,31840,848
2695,625,16047,303
2696,379,87218,479
2697,517,58010,122
2698,555,56117,240
2699,670,77259,-224
2700,252,82358,327
2701,889,69664,517
2702,851,38535,592
2703,931,58732,-422
2704,542,58570,-355
2705,111,29247,-75
2706,283,71136,629
2707,520,56516,-940
2708,503,46666,500
2709,855,77387,566
2710,337,17262,590
2711,310,66786,-840
2712,223,87342,907
2713,569,35688,247
2714,120,20012,375
2715,643,52326,-30
2716,55,56413,654
2717,36,85978,146
2718,126,62054,-333
2719,756,55601,834
2720,978,26015,302
2721,2,84305,750
2722,578,26520,75
2723,369,54288,951
2724,450,49104,-62
2725,93,78283,662
2726,520,63598,-774
2727,510,81741,129
2728,742,55238,524
2729,5,38483,908
2730,129,46807,804
2731,169,25302,664
2732,38,34848,-901
2733,363,89442,45
2734,468,15051,-815
2735,787,60328,-928
2736,523,13506,-85
2737,774,25299,-738
2738,89,14290,13
2739,752,81833,-881
2740,171,17880,993
2741,756,85466,671
2742,747,33695,-575
2743,193,69841,-209
2744,217,72538,148
2745,138,34706,774
2746,748,58068,287
2747,996,87118,-36
2748,29,27405,-375
2749,555,70312,567
2750,869,28388,638
2751,975,38841,-232
2752,454,88704,556
2753,962,40169,244
2754,923,38007,-527
2755,490,63635,688
2756,462,15154,-292
2757,389,13289,512
2758,95,82262,-639
2759,156,77134,930
2760,936,83293,395
2761,406,55399,389
2762,198,38702,-407
2763,740,20011,94
2764,322,14208,-164
2765,104,48734,269
2766,483,88851,-326
2767,874,14442,964
2768,935,72231,-617
2769,513,18330,-661
2770,15,84344,-587
2771,249,81715,-938
2772,344,17135,728
2773,137,70277,-570
2774,163,66478,-739
2775,440,54300,886
2776,39,19643,813
2777,731,62154,-515
2778,676,12421,-188
2779,574,66994,865
2780,118,67342,84
2781,422,87266,469
2782,29,42535,529
2783,643,89614,-827
2784,244,77637,263
2785,375,81471,358
2786,819,25785,924
2787,553,65479,59
2788,120,56543,639
2789,573,79997,126
2790,710,37932,917
2791,989,41095,440
2792,465,62470,577
2793,997,37829,317
2794,478,29423,463
2795,864,73009,-212
2796,902,20556,83
2797,527,67612,723
2798,816,58806,-29
2799,935,87099,850
2800,16,51770,-191
2801,191,61835,-898
2802,75,44171,-28
2803,973,38405,17
2804,980,21136,-590
2805,238,59783,346
2806,101,77802,-706
2807,977,82642,565
2808,428,46886,-997
2809,168,10740,655
2810,908,11423,-318
2811,259,47344,-720
2812,292,34141,260
2813,963,16810,251
2814,600,13727,-502
2815,335,52004,721
2816,11,43832,-518
2817,509,76982,-308
2818,162,12616,875
2819,890,22634,-739
2820,69,48888,495
2821,587,34615,818
2822,925,53512,620
2823,710,68572,-73
2824,91,66881,-129
2825,151,18319,-973
2826,138,80068,794
2827,463,65202,927
2828,412,20317,-322
2829,327,80166,557
2830,282,20599,-216
2831,165,72261,-123
2832,525,73612,33
2833,352,22179,110
2834,845,34871,16
2835,779,76031,-986
2836,554,74726,-418
2837,616,29225,-469
2838,792,31178,343
2839,884,64937,234
2840,120,72231,858
2841,975,30114,789
2842,998,41962,119
2843,329,71113,-638
2844,611,81489,733
2845,926,85359,-443
2846,435,49023,102
2847,765,16568,5
2848,208,17069,-154
2849,990,28048,-35
2850,235,55613,616
2851,426,49242,330
2852,292,61057,883
2853,973,32312,961
2854,580,37800,273
2855,966,15480,414
2856,237,49779,-453
2857,669,85615,360
2858,459,40146,759
2859,390,54017,709
2860,954,81634,510
2861,91,69762,129
2862,476,26649,897
2863,219,48057,752
2864,681,35412,-321
2865,878,55523,484
2866,809,64341,-417
2867,531,14052,-254
2868,205,47637,701
2869,991,42512,-62
2870,508,31889,-504
2871,850,55468,952
2872,278,52561,-601
2873,823,11633,-156
2874,62,20547,-53
2875,919,63357,-503
2876,587,78313,-343
2877,80,43749,552
2878,279,71283,990
2879,448,47960,-251
2880,73,12242,-804
2881,178,35958,-604
2882,767,89679,95
2883,238,30513,-877
2884,405,42143,491
2885,431,32758,-162
2886,202,33755,-548
2887,496,15920,143
2888,50,67174,-134
2889,434,58185,157
2890,776,31177,-395
2891,196,19852,-388
2892,312,74143,588
2893,944,67104,-997
2894,863,78806,771
2895,960,25520,-166
2896,444,23712,763
2897,263,16659,-299
2898,334,43496,441
2899,964,19065,318
2900,358,64012,560
2901,385,29752,-138
2902,911,34687,-299
2903,541,32171,23
2904,486,86156,658
2905,643,28181,-953
2906,65,65879,-597
2907,654,77338,-790
2908,408,78202,974
2909,182,85344,-932
2910,602,68974,-954
2911,355,46490,-989
2912,228,75356,945
2913,643,49046,-45
2914,844,13539,-799
2915,870,83754,266
2916,429,21734,-459
2917,69,37940,-449
2918,989,54046,-821
2919,945,89066,721
2920,82,79578,-485
2921,428,71194,630
2922,315,32330,937
2923,102,72479,-9
2924,421,43204,-556
2925,138,39193,653
2926,899,10621,178
2927,202,88511,449
2928,847,28756,139
2929,543,30708,335
2930,617,47180,391
2931,149,48682,650
2932,304,23802,-740
2933,475,59990,405
2934,441,19636,442
2935,981,36025,876
2936,654,86824,129
2937,324,62114,-767
2938,76,77246,97
2939,439,38713,101
2940,555,25240,-107
2941,250,52417,568
2942,922,59901,-262
2943,962,69121,-888
2944,127,41881,250
2945,175,33762,-88
2946,767,76007,449
2947,191,17031,-303
2948,642,80536,587
2949,643,84005,954
2950,160,66832,959
2951,456,36786,-643
2952,669,40019,13
2953,224,58064,-137
2954,900,58709,-629
2955,957,81950,227
2956,498,28003,-637
2957,273,12042,738
2958,969,35859,-275
2959,327,24883,984
2960,323,34317,-19
2961,539,66280,493
2962,663,16735,347
2963,319,55261,667
2964,105,76902,-854
2965,480,59082,288
2966,205,21662,-238
2967,117,39531,66
2968,592,66184,-193
2969,286,68116,132
2970,117,51432,433
2971,289,23185,-56
2972,389,35757,-282
2973,246,60620,-406
2974,452,13872,-502
2975,664,63707,-538
2976,558,10617,387
2977,614,40913,-687
2978,712,15317,963
2979,852,28227,123
2980,669,10787,-891
2981,326,64815,654
2982,712,73282,-196
2983,779,86624,-823
2984,109,30095,663
2985,618,56382,-242
2986,766,63586,922
2987,985,69804,-588
2988,593,86271,138
2989,250,19006,-865
2990,740,44408,-316
2991,507,36562,-436
2992,432,69384,-742
2993,10,24979,-827
2994,937,86165,352
2995,646,82596,427
2996,853,86325,-650
2997,460,12316,-914
2998,415,77068,-587
2999,383,25676,-975
3000,171,12192,260
3001,976,80052,509
3002,659,77272,84
3003,858,27654,272
3004,47,37852,-981
3005,810,63764,-65
3006,817,63035,99
3007,118,17977,-645
3008,585,23286,947
3009,120,80780,669
3010,322,31841,551
3011,982,30127,519
3012,225,20053,580
3013,297,41231,-41
3014,893,75481,-604
3015,300,88443,-892
3016,124,11916,971
3017,589,11674,-680
3018,473,23066,990
3019,958,14703,-496
3020,311,56195,-503
3021,967,52263,312
3022,690,74835,-570
3023,793,80298,-401
3024,917,89573,520
3025,445,29244,-752
3026,366,44236,237
3027,369,43483,-424
3028,363,81524,710
3029,12,14627,-811
3030,271,82929,-780
3031,655,53277,962
3032,184,62043,329
3033,546,24273,244
3034,245,14464,10
3035,77,78791,309
3036,562,70020,-267
3037,189,25972,-60
3038,110,13458,-794
3039,881,22427,225
3040,35,56946,55
3041,545,76843,-314
3042,218,66124,-753
3043,769,79693,578
3044,749,70264,-422
3045,701,74350,-897
3046,333,54102,-199
3047,450,67501,-979
3048,287,73268,-120
3049,111,69850,107
3050,51,17646,-146
3051,697,57497,-309
3052,558,33804,-41
3053,94,10714,536
3054,45,51292,-375
3055,544,75611,-45
3056,186,67090,-566
3057,805,33871,778
3058,379,35130,584
3059,22,12615,-702
3060,255,51843,840
3061,583,72164,-809
3062,333,39593,-576
3063,814,37748,-544
3064,540,58984,-848
3065,211,79518,-329
3066,432,84460,-583
3067,173,80745,547
3068,382,10468,-622
3069,269,19426,-421
3070,697,72735,636
3071,886,84420,696
3072,265,44622,846
3073,115,54894,168
3074,429,23354,722
3075,870,53282,-91
3076,2,40480,806
3077,584,20554,314
3078,265,25061,771
3079,770,30758,-777
3080,391,81118,618
3081,53,29722,928
3082,531,77702,-30
3083,648,56890,727
3084,606,53815,-694
3085,834,24018,-993
3086,477,29173,34
3087,808,29769,382
3088,309,71041,-716
3089,772,51702,-959
3090,968,24228,-667
3091,809,58792,-780
3092,753,71925,606
3093,255,44672,883
3094,629,33483,-237
3095,891,82790,-30
3096,763,66335,-751
3097,685,82955,-455
3098,579,63503,-474
3099,334,61340,-267
3100,866,75363,-151
3101,347,42289,-922
3102,26,37998,-857
3103,300,12772,96
3104,317,29215,-715
3105,723,57617,800
3106,806,79820,-631
3107,541,78243,-247
3108,703,59470,998
3109,155,12794,766
3110,624,51376,456
3111,661,83104,212
3112,695,33062,205
3113,580,82510,-443
3114,954,37379,-589
3115,518,54207,696
3116,541,27867,106
3117,950,62171,-162
3118,676,73324,564
3119,799,50690,-613
3120,158,88511,-710
3121,821,23291,24
3122,873,40175,-776
3123,274,57359,468
3124,98,85406,-503
3125,594,60969,-35
3126,890,76134,212
3127,845,27793,401
3128,56,26492,440
3129,989,44200,-876
3130,364,66455,865
3131,868,40577,-14
3132,34,55475,-825
3133,337,39210,859
3134,473,65700,-625
3135,617,11862,527
3136,586,17508,586
3137,222,49400,-957
3138,843,87938,238
3139,557,67136,599
3140,420,37918,672
3141,876,76124,-432
3142,667,67255,630
3143,778,82949,-481
3144,304,46794,381
3145,708,18178,-269
3146,639,26621,-693
3147,298,64021,37
3148,201,74194,-556
3149,135,27272,997
3150,130,29438,-305
3151,178,12007,-90
3152,250,54896,147
3153,564,83044,496
3154,85,63744,-425
3155,573,51021,367
3156,285,26047,-299
3157,891,76217,805
3158,464,80006,764
3159,645,84947,653
3160,262,18061,252
3161,230,27649,-750
3162,457,62088,441
3163,193,77625,-875
3164,692,22684,69
3165,561,38883,994
3166,332,79305,11
3167,423,50851,-796
3168,146,29475,545
3169,394,19534,-282
3170,40,11680,-350
3171,968,72826,-365
3172,562,67970,-784
3173,97,37754,-926
3174,274,79943,-263
3175,61,50725,-114
3176,192,79493,738
3177,475,87695,-281
3178,603,55132,-506
3179,821,80134,368
3180,112,84165,-288
3181,691,25237,408
3182,242,81725,33
3183,801,39188,766
3184,901,19585,429
3185,34,57601,418
3186,784,85766,-826
3187,602,66868,549
3188,619,61827,833
3189,396,20910,245
3190,832,19686,651
3191,105,33438,-679
3192,371,44511,883
3193,986,76536,50
3194,721,17558,-929
3195,349,38064,-894
3196,318,11138,-366
3197,778,45632,-894
3198,182,32200,-592
3199,964,44749,756
3200,651,73021,-957
3201,728,58826,-27
3202,563,11251,691
3203,487,40874,-729
3204,641,59817,265
3205,963,51646,249
3206,238,72931,896
3207,11,52929,444
3208,681,77402,-814
3209,814,12981,531
3210,501,41173,-705
3211,933,45924,912
3212,738,85275,757
3213,721,79582,-705
3214,108,72723,-473
3215,786,54723,-847
3216,369,79847,-226
3217,800,37256,164
3218,427,81215,-725
3219,157,78225,-432
3220,838,30126,-508
3221,641,65715,453
3222,745,85096,-762
3223,567,16694,-902
3224,717,71292,-857
3225,862,74961,-77
3226,961,86264,-468
3227,684,71190,-363
3228,555,59550,978
3229,122,61770,94
3230,180,20750,-735
3231,17,76468,739
3232,826,43521,-122
3233,942,25325,-426
3234,563,69259,-623
3235,472,30124,119
3236,988,56669,115
3237,673,34172,-545
3238,117,19973,-144
3239,378,30307,-3
3240,471,11111,-626
3241,196,56233,-106
3242,508,56996,-713
3243,748,55484,-771
3244,307,69307,897
3245,51,27705,-306
3246,90,49189,-100
3247,810,18363,-386
3248,676,57333,-366
3249,469,66009,-692
3250,419,77108,-138
3251,158,15413,20
3252,576,71431,-161
3253,138,50052,647
3254,48,89294,786
3255,387,68278,-147
3256,125,40995,483
3257,725,81576,-854
3258,672,66301,297
3259,468,56964,581
3260,715,53874,895
3261,347,55953,901
3262,702,82547,216
3263,461,48462,324
3264,137,68723,843
3265,124,68144,708
3266,352,34734,669
3267,168,42186,533
3268,679,34153,800
3269,720,37115,403
3270,750,69433,-231
3271,420,59828,-373
3272,578,10012,516
3273,24,85770,820
3274,915,63604,-53
3275,959,84122,950
3276,948,65821,911
3277,441,45902,-828
3278,904,30237,328
3279,851,40069,285
3280,557,11442,-609
3281,720,82906,580
3282,815,71472,17
3283,380,64276,-75
3284,488,23665,133
3285,117,11445,-619
3286,607,38550,-164
3287,314,31265,737
3288,328,67827,-759
3289,344,48706,484
3290,246,56064,675
3291,401,20921,-12
3292,529,75139,-939
3293,817,22538,323
3294,142,46026,596
3295,528,53058,-206
3296,282,66727,-386
3297,499,18993,769
3298,150,23792,-792
3299,336,28224,372
3300,959,86756,-479
3301,275,80390,808
3302,457,67109,-418
3303,591,40962,779
3304,240,17067,758
3305,282,74604,39
3306,700,30163,117
3307,89,55472,-812
3308,160,36890,-269
3309,252,25236,-775
3310,536,49884,618
3311,515,31892,-983
3312,214,73943,613
3313,804,17970,-856
3314,236,19690,-402
3315,164,66675,-429
3316,43,24415,214
3317,787,71388,-96
3318,189,37549,429
3319,981,38372,40
3320,882,64095,-7
3321,409,38966,561
3322,285,28878,-570
3323,279,70625,-734
3324,294,50053,-767
3325,76,31473,367
3326,666,42076,-24
3327,408,43253,320
3328,690,12498,11
3329,713,30666,-656
3330,242,68058,495
3331,731,56371,-795
3332,568,61179,628
3333,329,54823,137
3334,330,11625,-296
3335,783,20507,999
3336,970,41595,901
3337,541,79781,586
3338,780,30573,981
3339,207,44035,-841
3340,726,77597,-456
3341,104,78912,810
3342,722,84926,290
3343,763,88802,38
3344,649,33112,-532
3345,871,35907,-604
3346,375,87675,-721
3347,487,53542,-562
3348,702,48555,436
3349,931,85114,308
3350,684,59574,810
3351,436,33607,-343
3352,666,10130,-385
3353,174,81570,-679
3354,293,28814,-776
3355,251,23286,329
3356,476,11039,-780
3357,58,63017,194
3358,182,76748,441
3359,555,69431,21
3360,168,72260,-61
3361,771,36136,-55
3362,838,58484,-924
3363,11,20416,172
3364,194,44579,-618
3365,292,43872,-478
3366,971,22468,167
3367,753,68274,-653
3368,501,43143,-178
3369,73,53491,-409
3370,991,77153,-243
3371,896,18030,812
3372,294,48829,23
3373,375,74733,497
3374,37,61283,-397
3375,849,87155,299
3376,651,86048,-156
3377,233,84542,-171
3378,952,19420,-4
3379,36,63964,-360
3380,249,53060,-499
3381,545,34531,-613
3382,137,10970,326
3383,513,77761,-541
3384,869,56822,-909
3385,904,44193,-700
3386,825,67825,-431
3387,319,14557,255
3388,1,87922,-328
3389,125,49407,970
3390,772,59136,-1000
3391,702,11203,-329
3392,816,70677,-643
3393,838,61710,-63
3394,416,88412,-764
3395,905,67469,-766
3396,795,65144,-908
3397,350,31199,161
3398,984,70556,572
3399,16,65220,-122
3400,969,53529,-544
3401,828,49603,-634
3402,22,88338,439
3403,558,49881,249
3404,49,73255,332
3405,792,51600,288
3406,459,68392,955
3407,215,11308,-198
3408,748,43809,-830
3409,914,46428,-12
3410,114,86626,-889
3411,314,66552,203
3412,930,79378,-101
3413,336,47846,-210
3414,856,58448,481
3415,482,13626,-730
3416,542,43906,606
3417,780,63738,-421
3418,562,87329,-841
3419,44,56774,-731
3420,35,65150,137
3421,600,78638,-951
3422,623,28820,-810
3423,840,69132,-989
3424,612,40701,-216
3425,85,74367,-561
3426,873,35664,247
3427,81,49418,-28
3428,447,38100,-908
3429,809,87144,409
3430,409,74289,-234
3431,195,44736,566
3432,100,11220,674
3433,451,84151,-49
3434,79,77797,407
3435,694,26249,32
3436,878,25780,869
3437,359,70461,-49
3438,483,30706,945
3439,185,74266,-365
3440,989,36041,-808
3441,71,53129,-481
3442,383,38532,501
3443,745,24953,-19
3444,356,25035,845
3445,39,82364,-387
3446,93,75516,688
3447,318,60500,-257
3448,10,58732,314
3449,528,62623,-286
3450,929,48768,-429
3451,328,37392,-776
3452,774,54672,501
3453,615,17688,572
3454,766,53369,975
3455,545,25853,-793
3456,393,20943,182
3457,688,51084,217
3458,274,86878,358
3459,615,56674,-693
3460,338,20020,-346
3461,205,89370,-761
3462,817,47916,-156
3463,841,80201,-291
3464,389,30666,684
3465,219,62116,515
3466,663,12646,261
3467,926,61787,37
3468,555,23055,-502
3469,521,27690,821
3470,774,59866,-964
3471,862,23183,-220
3472,204,45646,247
3473,153,12007,278
3474,64,42086,957
3475,327,36018,787
3476,734,43912,-838
3477,502,60501,994
3478,820,18091,680
3479,866,67463,395
3480,867,19600,-339
3481,795,68608,-111
3482,295,50853,29
3483,105,58071,665
3484,870,50578,536
3485,515,65612,-453
3486,499,37202,469
3487,154,25660,523
3488,283,49892,-607
3489,846,53622,-681
3490,746,80787,-737
3491,991,39712,6
3492,561,37720,-848
3493,705,78864,621
3494,331,89149,13
3495,74,78824,-136
3496,468,48449,-131
3497,476,24420,-966
3498,672,34593,236
3499,940,12354,-270
3500,695,23432,973
3501,572,68009,-379
3502,797,16273,-851
3503,259,19700,-326
3504,54,87012,110
3505,662,81429,943
3506,326,83991,354
3507,383,15484,-415
3508,75,53033,-260
3509,826,24586,-831
3510,287,47915,-75
3511,867,51656,299
3512,657,50447,241
3513,982,29835,454
3514,842,48606,631
3515,306,40190,744
3516,193,67429,-248
3517,648,81937,-612
3518,297,32720,-10
3519,186,35990,-541
3520,706,41357,-303
3521,896,11648,222
3522,55,15683,-912
3523,709,50575,233
3524,240,20983,-395
3525,761,79935,-156
3526,655,18505,-179
3527,188,21223,499
3528,765,23952,-644
3529,552,19162,669
3530,822,35071,829
3531,417,14473,-854
3532,21,67608,-193
3533,100,85134,-473
3534,303,63669,-722
3535,304,60030,116
3536,181,81576,41
3537,28,32094,766
3538,844,13340,-923
3539,457,10667,-165
3540,147,64332,-949
3541,358,48090,299
3542,138,36937,540
3543,744,19518,-43
3544,390,41430,773
3545,713,15916,-719
3546,540,29468,-852
3547,897,12023,880
3548,962,83992,345
3549,964,13301,-387
3550,287,42359,-90
3551,39,49723,788
3552,214,40559,603
3553,433,14366,-142
3554,414,29028,-903
3555,83,45202,857
3556,126,84473,-544
3557,969,81067,480
3558,333,61308,346
3559,186,33079,991
3560,156,27221,-375
3561,83,67653,829
3562,774,53997,7
3563,409,18832,795
3564,840,79877,346
3565,61,50311,-166
3566,136,40316,550
3567,856,40596,-815
3568,120,21817,-815
3569,735,36099,-254
3570,745,17679,-882
3571,958,45846,48
3572,432,76302,-986
3573,889,45285,-758
3574,405,82661,754
3575,312,11699,-776
3576,85,73892,-993
3577,764,14769,-367
3578,496,66506,365
3579,583,85990,820
3580,975,42878,-865
3581,742,38143,915
3582,784,64666,555
3583,49,72153,-851
3584,225,20294,732
3585,545,83712,525
3586,366,85058,-255
3587,508,70789,948
3588,996,28585,-880
3589,359,60667,143
3590,903,81264,83
3591,268,74417,-727
3592,618,18725,869
3593,390,68256,-614
3594,865,24712,694
3595,220,78218,-807
3596,33,28435,234
3597,488,67556,-814
3598,766,14210,-774
3599,699,77507,95
3600,143,20832,-411
3601,561,39667,949
3602,542,48281,-678
3603,472,81562,196
3604,599,23942,312
3605,949,42721,429
3606,969,68049,422
3607,494,38225,-38
3608,569,19248,439
3609,271,45895,320
3610,273,77186,-873
3611,547,20088,-82
3612,239,82235,-677
3613,194,60401,-120
3614,430,82103,16
3615,666,74002,545
3616,441,33964,502
3617,259,28556,822
3618,186,89431,-856
3619,27,15428,902
3620,958,76320,236
3621,98,32053,38
3622,527,15385,981
3623,488,29787,-739
3624,973,74986,-576
3625,563,59311,-857
3626,2,63753,498
3627,295,58601,-637
3628,600,29053,-597
3629,989,33986,-648
3630,249,77049,790
3631,201,13166,-53
3632,556,27900,372
3633,467,83715,-414
3634,45,49133,-395
3635,317,79940,337
3636,537,48407,473
3637,494,67677,346
3638,964,84888,-444
3639,906,74740,-283
3640,416,22760,-744
3641,39,69266,-115
3642,758,17883,-674
3643,151,20685,680
3644,697,52994,-136
3645,263,22714,758
3646,846,71853,-23
3647,330,37065,-266
3648,469,41284,756
3649,308,76169,-849
3650,731,36763,-349
3651,880,10131,-412
3652,455,56057,773
3653,356,56871,-602
3654,300,78272,491
3655,128,37391,-687
3656,390,18876,-29
3657,819,83727,-981
3658,203,86221,-545
3659,175,38518,-564
3660,411,70687,891
3661,521,72151,448
3662,734,16121,-600
3663,901,76437,-648
3664,119,76791,941
3665,494,67413,695
3666,355,78706,-399
3667,334,50305,819
3668,160,68878,896
3669,483,34072,-512
3670,694,25797,-86
3671,508,45286,561
3672,213,11948,903
3673,976,20108,-381
3674,806,10249,266
3675,20,39323,-697
3676,748,25523,742
3677,308,58013,31
3678,359,62923,-884
3679,734,24237,880
3680,417,71711,-611
3681,61,44564,304
3682,47,66719,-603
3683,962,10407,603
3684,706,85474,596
3685,648,73143,523
3686,557,87452,442
3687,675,27965,835
3688,858,12992,321
3689,404,10061,378
3690,455,16328,569
3691,823,27187,363
3692,854,36701,-826
3693,955,74260,470
3694,635,73404,-912
3695,235,45876,374
3696,642,30789,475
3697,725,69200,-823
3698,718,88550,122
3699,718,47966,585
3700,530,87714,464
3701,46,33100,598
3702,142,23805,-605
3703,572,77046,620
3704,84,61909,-708
3705,85,34717,-143
